PlayerId	Team	Since	Till
2713	Public Enemy	2019-12-16	2020
2713	Iron Wolves	2021-06-07	2021
2713	Iron Wolves	2023-05-19	2023-11-19
2714	Reason Gaming	2015-07-03	2023-11-19
2714	Katastrofa Awionetki	2016-05-17	2023-11-19
2714	AGO Gaming	2016-11-24	2023-11-19
2714	Giants Gaming	2017-06-07	2017
2714	Giants Only The Brave	2017-06-07	2017
2714	Team Vitality	2017-12-20	2020
2714	Origen	2020-07-14	2020
2714	Astralis	2020-09-15	2020
2714	Misfits Premier	2020-12-10	2021
2714	Vitality.Bee	2021-12-08	2023-11-19
2715	EURONICS Gaming	2015-01-18	2015
2715	No Need Orga	2015-06-23	2015
2715	Team ALTERNATE		2023-11-19
2715	Mysterious Monkeys	2016-02-28	2023-11-19
2715	Huma	2016-06-03	2016
2715	EYES ON U	2016-06-16	2016
2715	Misfits Gaming	2016-07-12	2017
2715	Misfits Academy	2017-01-03	2017
2715	Mysterious Monkeys	2017-05-19	2017
2715	ASUS ROG Army	2017-06-21	2017
2715	EURONICS Gaming	2017-07-22	2023-11-19
2715	EURONICS Gaming	2017-09-26	2017
2715	ASUS ROG Army	2017-12-30	2018
2715	mousesports	2018-08-27	2018
2715	G2 Heretics	2019-01-16	2019
2715	Vodafone Giants	2020-01-10	2020
2715	EURONICS Gaming	2021-01-02	2021
2715	Hertha BSC	2022-01-21	2022
2715	NNO Prime	2022-12-21	2023-11-19
2716	Mysterious Monkeys	2016-02-28	2016
2716	mousesports		2023-11-19
2716	Nerv	2016-06-20	2016
2716	Melty eSport Club	2016-07-14	2016
2716	Giants Gaming	2016-12-08	2016
2716	Schalke 04	2017-01-13	2019
2716	G2 Esports	2017-05-02	2017
2716	Origen	2019-11-19	2020
2716	Astralis	2020-09-15	2020
2716	Fnatic	2020-11-26	2023
2716	Team Vitality	2023-03-02	2023-11-19
2717	Unicorns of Love		2023-11-19
2717	Team Nevo	2015-01-04	2015
2717	Gamers2	2015-02-17	2015
2717	Elements	2016-01-07	2016
2717	Schalke 04	2016-05-19	2023-11-19
2717	Team Forge	2016-06-20	2016
2717	Team-LDLC	2017-01-08	2019
2717	Immortals	2019-11-23	2020
2717	IMT Academy	2020-06-27	2020
2717	LDLC OL	2021-01-05	2022
2717	Aegis	2023-01-10	2023-11-19
2718	Wild Fire e-Sports Club	2014-10-15	2023-11-19
2718	ZONE eSports	2015-02-21	2015
2718	NumberOne Esports	2015-05-29	2015
2718	ATLAS eSports Team	2015-08-21	2015
2718	HWA Gaming	2015-12-15	2018
2718	Galakticos	2019-02-20	2019
2718	Team AURORA	2019-03-06	2019
2718	Galakticos	2019-05-03	2020
2718	Galakticos	2022-05-25	2023
2718	Galakticos	2023-05-23	2023
2718	Galakticos	2023-07-20	2023-11-19
2719	İstanbul Wildcats	2021-01-18	2023-11-19
2720	Valhalla Vikings	2018-11-14	2018
2720	HWA Gaming	2018-12-24	2019
2720	İstanbul Wildcats	2019-04-16	2019
2720	Galatasaray Esports	2020-01-26	2020
2720	Dark Passage	2021-01-01	2021
2720	Galatasaray Esports	2021-12-22	2022
2720	Galakticos	2022-05-25	2022
2720	İstanbul Wildcats	2022-12-04	2023-11-19
2721	Galakticos Academy	2020-03-11	2020
2721	Beşiktaş Academy	2020-06-12	2020
2721	SUP Academy	2020-12-25	2021
2721	SUP Blaze Academy	2021-05-23	2021
2721	SuperMassive Blaze	2021-12-25	2022
2721	Beşiktaş Esports	2022-05-28	2022
2721	İstanbul Wildcats	2022-12-06	2023-11-19
2722	Stormbringers		2023-11-19
2722	Morning Stars	2019-01-07	2019
2722	Origen SB	2020-10-08	2023-11-19
2722	Team Queso	2020-12-17	2021
2722	BISONS ECLUB	2021-12-20	2023-11-19
2723	Beşiktaş Academy	2018-12-24	2020
2723	Beşiktaş Esports	2019-03-15	2020
2723	Dark Passage	2020-05-26	2021
2723	Papara SuperMassive	2021-01-02	2021
2723	SuperMassive Blaze	2021-05-23	2021
2723	5 Ronin	2021-12-28	2022
2723	SuperMassive Blaze	2022-05-30	2022
2723	Beşiktaş Esports	2023-01-02	2023-11-19
2724	Big Plays Incorporated	2015-07-06	2023-11-19
2724	SuperMassive TNG	2016-07-21	2016
2724	Fenerbahçe	2017-03-02	2017
2724	Fenerbahçe	2018-01-03	2018
2724	SUP Academy	2018-11-30	2019
2724	Dark Passage	2019-12-19	2020
2724	Team AURORA	2020-06-24	2020
2724	Beşiktaş Esports	2020-12-16	2021
2724	We Love Gaming	2021-06-20	2022
2724	Olympiacos Alimou	2022-01-15	2022
2724	We Love Gaming	2022-05-24	2022
2724	exeed	2023-02-06	2023
2724	Team ESCA Gaming	2023-05-17	2023-11-19
2725	Eternal Fire	2023-06-12	2023-11-19
2726	Galatasaray Academy	2020-12-10	2021
2726	Fenerbahçe Academy	2021-05-25	2022
2726	Fenerbahçe	2022-05-29	2022
2726	Galakticos	2022-12-25	2023
2726	Eternal Fire	2023-06-12	2023-11-19
2727	Eternal Fire	2023-06-12	2023-11-19
2728	HWA Academy	2018-12-24	2019
2728	HWA Gaming	2018-12-24	2019
2728	IWC Academy	2019-04-16	2019
2728	İstanbul Wildcats	2019-04-16	2019
2728	Beşiktaş Esports	2020-01-14	2020
2728	Fenerbahçe	2020-12-30	2021
2728	Fenerbahçe	2021-12-10	2022
2728	Dark Passage	2023-05-19	2023-11-19
2729	ÇİLEKLER		2023-11-19
2729	HWA Gaming	2018-06-05	2018
2729	Dark Passage	2018-12-20	2019
2729	İstanbul Wildcats	2020-01-05	2020
2729	Dark Passage	2021-01-01	2022
2729	Dark Passage	2022-05-31	2022
2729	Dark Passage	2023-01-09	2023-11-19
2730	Galatasaray Academy	2020-05-27	2021
2730	Fenerbahçe	2021-05-19	2021
2730	Absolved	2021-09-27	2021
2730	Entropiq	2021-12-15	2022
2730	Galakticos	2022-12-24	2023-11-19
2731	KlikTech	2017-11-11	2018
2731	x25 Esports	2019-06-01	2019
2731	WarKidZ E-Sports	2019-09-04	2020
2731	Random 5	2021-05-23	2023-11-19
2731	Split Raiders	2020-06-01	2020
2731	SuppUp eSports	2020-08-17	2020
2731	YDN Esports	2020-12-16	2020
2731	ŠAIM SE SuppUp	2021-01-18	2021
2731	SK Gaming Prime	2021-05-23	2021
2731	SK Gaming	2021-06-07	2021
2731	Barça eSports	2021-12-10	2022
2731	GameWard	2023-01-10	2023-11-19
2732	Eternity Gaming		2023-11-19
2732	Team Mistral	2013-01-19	2013
2732	Pulse Esports	2014-01-30	2023-11-19
2732	Pompa Team	2017-02-27	2017
2732	Szata Maga	2018-04-06	2018
2732	mousesports		2023-11-19
2732	EURONICS Gaming	2019-05-21	2020
2732	Pompa Team Acad.	2020-06-08	2020
2732	7more7 White	2020-10-16	2020
2732	7more7 Pompa	2020-10-31	2021
2732	PDW	2021-05-24	2021
2732	Team BDS Academy	2021-12-22	2022
2732	Team BDS	2022-12-20	2023-11-19
2733	Kameto Corp	2020-06-21	2020
2733	Karmine Corp	2020-12-23	2023-11-19
2734	Project Conquerors		2023-11-19
2734	GamersOrigin	2017-01-16	2017
2734	Giants Gaming	2017-12-27	2018
2734	Vitality Academy	2018-09-07	2018
2734	Fnatic Rising	2019-03-11	2019
2734	Vitality.Bee	2019-11-13	2019
2734	Vitality.Bee	2020-02-19	2020
2734	Misfits Premier	2020-06-11	2020
2734	Karmine Corp	2020-12-23	2021
2734	G2 Esports	2021-12-03	2022
2734	Excel	2022-12-12	2023
2734	Karmine Corp	2023-05-17	2023-11-19
2735	Team Just	2014-11-04	2023-11-19
2735	Carpe Diem	2015-05-29	2015
2735	Vega Squadron	2015-12-15	2017
2735	RoX	2018-01-27	2018
2735	RoX	2018-06-25	2018
2735	KIYF eSports Club	2018-09-29	2019
2735	Origen BCN	2019-01-16	2019
2735	Origen	2019-09-12	2019
2735	AGO ROGUE	2020-01-10	2020
2735	Astralis	2020-11-17	2022
2735	Misfits Premier	2022-05-30	2022
2735	Misfits Gaming	2022-07-25	2022
2735	Eintracht Spandau	2022-12-16	2023-11-19
2736	x25 Esports	2020-01-18	2020
2736	MOBA ROG	2020-02-11	2020
2736	PRIDE	2020-03-26	2020
2736	Gentlemen's Gaming	2020-06-02	2020
2736	devils.one	2021-01-05	2021
2736	devils.one	2021-12-30	2022
2736	Forsaken	2022-05-17	2022
2736	Forsaken	2022-06-24	2023-11-19
2736	Grypciocraft	2023-05-18	2023
2736	Grypciocraft	2023-06-25	2023-11-19
2739	NRAX Esports	2022-05-27	2022
2739	Team ESCA Gaming	2022-12-15	2023
2740	devils.one	2020-06-18	2020
2740	piratesports	2021-01-31	2021
2740	NRAX Esports	2021-05-30	2021
2740	Team ESCA Gaming	2021-12-18	2022
2741	Playing Ducks	2016-04-25	2023-11-19
2741	Team Riverside		2023-11-19
2741	Mysterious Monkeys	2018-03-09	2018
2741	ad hoc gaming	2018-04-05	2018
2741	UOL Sexy Edition	2018-06-13	2019
2741	UOL Sexy Edition	2019-01-21	2020
2741	UOL Sexy Edition	2020-11-25	2022
2741	Eintracht Spandau	2022-07-08	2023
2741	Eintracht Spandau	2023-01-03	2023-11-19
2742	Nordavind	2020-02-01	2020
2742	Nordavind Black	2020-10-09	2020
2742	Astralis Talent	2020-11-12	2022
2742	Astralis	2021-06-23	2022
2742	MAD Lions Madrid	2022-05-09	2022
2742	MOUZ	2022-12-14	2023-11-19
2743	Solary Academy	2020-12-09	2021
2743	Mirage Elyandra	2021-12-15	2022
2743	GameWard	2023-01-10	2023-11-19
2744	Galakticos Academy	2020-01-14	2020
2744	NASR Academy	2021-01-09	2021
2744	IWC Academy	2022-01-13	2022
2744	Beşiktaş Academy	2022-05-30	2022
2744	İstanbul Wildcats	2023-06-14	2023-11-19
2745	Forsaken	2020-06-07	2023-11-19
2745	piratesports Acad.	2020-06-07	2020
2745	piratesports	2020-10-19	2020
2745	Team ESCA Gaming	2021-01-05	2021
2745	Austrian Force	2021-09-02	2021
2745	Team ESCA Gaming	2021-12-13	2022
2745	BIG	2022-05-23	2023-11-19
2746	Gentlemen's Gaming	2022-01-04	2022
2746	Maturalni Forsaken	2022-12-16	2023
2746	Team ESCA Gaming	2023-05-17	2023-11-19
2747	eNsure	2019-06-26	2020
2747	Split Raiders	2020-02-02	2020
2747	Iron Wolves	2020-06-20	2020
2747	NVision Esports	2021-06-03	2021
2747	Iron Wolves	2021-08-04	2021
2747	Forsaken	2021-12-29	2022
2747	Axolotl	2022-05-31	2022
2747	Maturalni Forsaken	2022-12-16	2023
2747	Iron Wolves	2023-05-19	2023-11-19
2748	NRAX Esports	2020-12-04	2023-11-19
2748	Illuminar Gaming	2022-05-23	2022
2748	GamerLegion	2022-12-14	2023-11-19
2749	Reason Gaming	2014-01-05	2014
2749	4everzenzyg		2023-11-19
2749	SK Gaming Prime	2015-01-05	2015
2749	Team Dignitas EU	2015-02-13	2015
2749	Splyce	2015-10-29	2016
2749	Splyce	2016-11-27	2017
2749	Misfits Gaming	2017-11-23	2018
2749	Rogue	2018-12-01	2019
2749	ROG Esport	2019-07-22	2019
2749	Gambit Esports	2020-01-27	2020
2749	Riddle Esports	2020-05-21	2020
2749	Barrage	2020-10-11	2020
2749	AGO ROGUE	2021-01-09	2021
2749	Astralis Talent	2021-12-15	2022
2749	MOUZ	2022-12-14	2023-11-19
2750	Galatasaray Academy	2021-05-26	2021
2750	SUP Blaze Academy	2022-01-01	2022
2750	5 Ronin	2023-01-02	2023
2750	Eternal Fire	2023-06-12	2023-11-19
2751	Kingzone DragonX	2019-08-17	2019
2751	DRX Academy	2019-10-09	2020
2751	DRX	2020-11-28	2021
2751	DRX Challengers	2021-07-04	2021
2751	Fenerbahçe	2022-06-29	2022
2751	İstanbul Wildcats	2022-12-02	2023-11-19
2752	Denial eSports EU	2014-05-25	2014
2752	4everzenzyg		2023-11-19
2752	Gamers2	2015-02-17	2023-11-19
2752	Millenium	2015-02-19	2015
2752	Team Dignitas EU	2015-02-28	2015
2752	Gamers2	2015-10-06	2015
2752	Splyce	2015-10-29	2016
2752	Splyce	2016-11-26	2017
2752	Splyce	2017-11-26	2019
2752	TSM	2019-11-24	2020
2752	Misfits Gaming	2020-05-11	2021
2752	Astralis	2021-11-16	2023-11-19
2753	Vaevictis eSports	2015-11-16	2015
2753	Vaevictis Syndicate	2016-06-06	2023-11-19
2753	Vaevictis eSports	2016-11-20	2016
2753	Elements Pro Gaming	2017-05-25	2023-11-19
2753	Vega Squadron	2017-08-15	2023-11-19
2753	M19	2018-01-31	2019
2753	Vega Squadron	2019-01-01	2019
2753	Unicorns of Love	2019-05-22	2021
2753	MOUZ	2022-01-02	2022
2753	Galakticos	2022-12-18	2023
2753	Izi Dream	2023-05-19	2023-11-19
2754	ES Sharks	2018-12-13	2019
2754	Dominus Esports.Y	2019-06-17	2020
2754	TT Young	2020-12-17	2021
2754	TT Gaming	2021-02-25	2021
2754	TT Young	2021-07-20	2021
2754	TT Gaming	2021-12-15	2022
2754	NASR Turkey	2022-12-28	2023-11-19
2755	Cloud9 Eclipse	2014-01-04	2023-11-19
2755	H2k-Gaming	2014-06-01	2015
2755	Fnatic	2015-01-08	2016
2755	H2k-Gaming	2016-12-01	2017
2755	Clutch Gaming	2017-12-02	2018
2755	Misfits Gaming	2018-11-20	2020
2755	Fnatic Rising	2020-12-04	2021
2755	Mirage Elyandra	2022-08-02	2022
2755	SK Gaming Prime	2022-12-15	2023-11-19
2756	Elements Pro Gaming	2017-01-31	2017
2756	RoX	2017-09-05	2023-11-19
2756	We Love Gaming	2017-11-16	2023-11-19
2756	RoX	2018-01-27	2018
2756	RoX	2018-06-25	2018
2756	Sector One	2018-09-25	2019
2756	Future Perfect	2019-01-02	2023-11-19
2756	Future Perfect Zaun	2019-01-14	2019
2756	We Love Gaming	2019-03-04	2023-11-19
2756	Sector One	2020-01-15	2020
2756	Team Phantasma	2021-01-12	2021
2756	Atletec	2021-06-07	2021
2756	Vanir	2021-09-23	2021
2756	MOUZ	2022-01-02	2022
2756	NNO Prime	2023-05-09	2023-11-19
2757	Playing Ducks	2021-01-17	2021
2757	Flayn eSports	2021-09-10	2022
2757	mYinsanity	2022-01-19	2023
2757	GTZ Esports	2023-01-11	2023
2757	NNO Prime	2023-05-08	2023-11-19
2758	Galatasaray Academy	2019-06-19	2019
2758	Beşiktaş Academy	2021-05-24	2022
2758	Beşiktaş Academy	2022-06-07	2022
2758	Beşiktaş Esports	2023-05-31	2023-11-19
2759	MTW Gaming	2020-04-05	2023-11-19
2759	MTW Gaming	2020-04-28	2021
2759	PENTA 1860	2021-01-04	2021
2759	AGO ROGUE	2022-01-01	2022
2759	BIG	2022-12-15	2023-11-19
2760	APK Prince	2018-12-01	2019
2760	SeolHaeOne Prince	2019-11-22	2020
2760	Victory Five	2021-01-11	2021
2760	T1 Challengers	2021-12-05	2022
2760	BK ROG Esports	2023-01-08	2023-11-19
2761	Team Singularity	2017-07-02	2023-11-19
2761	KIYF eSports Club	2018-01-11	2023-11-19
2761	Wind and Rain	2018-02-06	2018
2761	Gentside	2018-05-05	2019
2761	Fnatic Academy	2019-01-07	2019
2761	Fnatic Rising	2019-02-11	2020
2761	Karmine Corp	2020-12-23	2021
2761	Team BDS	2021-12-20	2022
2761	Team BDS Academy	2022-12-28	2023-11-19
2762	Sample Text		2023-11-19
2762	RoX	2014-11-19	2015
2762	Vaevictis eSports	2015-12-30	2016
2762	RoX	2016-05-19	2017
2762	Pompa Team	2017-04-05	2017
2762	Elements Pro Gaming	2017-06-18	2023-11-19
2762	Panathinaikos AC	2018-01-31	2018
2762	The Largest Salary	2018-02-03	2023-11-19
2762	Pompa Team	2018-04-20	2018
2762	Panathinaikos AC	2018-07-14	2018
2762	R-SIXTEAM	2018-10-01	2019
2762	Different Dimension	2019-01-06	2019
2762	Rogue EC	2019-02-11	2019
2762	Greek Regenesis	2019-11-19	2019
2762	K1CK Neosurf	2020-01-03	2020
2762	CR4ZY	2020-06-06	2020
2762	K1CK	2020-12-30	2021
2762	Axolotl	2021-10-13	2021
2762	Mirage Elyandra	2021-12-15	2022
2762	GameWard	2023-01-10	2023-11-19
2763	Galakticos Academy	2020-05-27	2020
2763	Galatasaray Academy	2021-05-26	2021
2763	Beşiktaş Academy	2022-02-01	2022
2763	IWC Academy	2022-06-07	2022
2763	Dark Passage	2023-03-09	2023
2763	Eternal Fire	2023-06-12	2023-11-19
2764	No Need Orga	2015-06-04	2015
2764	AeQ E-Sports	2017-02-07	2017
2764	Att. to Reconnect		2023-11-19
2764	WAR Germany	2017-09-25	2023-11-19
2764	ALTERNATE aTTaX	2018-01-29	2018
2764	GamerLegion	2019-01-17	2019
2764	PENTA 1860	2020-01-16	2020
2764	Flayn eSports	2021-01-10	2021
2764	Team Riverside	2021-09-20	2022
2764	Hertha BSC	2022-01-21	2022
2764	NNO Prime	2022-12-21	2023-11-19
2765	Victorious Ace		2023-11-19
2765	Team Orora	2016-08-02	2023-11-19
2765	SuperMassive TNG	2016-10-14	2023-11-19
2765	Crew e-Sports Club	2016-12-28	2023-11-19
2765	YouthCrew Esports	2017-12-20	2018
2765	Team AURORA	2018-12-17	2019
2765	Fenerbahçe	2019-12-10	2020
2765	Galatasaray Esports	2020-12-09	2022
2765	FUT Esports	2022-12-15	2023-11-19
2766	Beşiktaş Academy	2020-01-14	2020
2766	Galatasaray Academy	2020-05-27	2020
2766	Galatasaray Esports	2020-07-06	2021
2766	Geekay Esports	2022-04-22	2023
2766	Twisted Minds	2023-03-28	2023
2766	Eternal Fire	2023-06-12	2023-11-19
2766	Saudi Arabia	2023-09-10	2023-11-19
2767	Outplayed Academy	2019-05-04	2019
2767	Konix eSport	2019-07-21	2019
2767	Enclave	2019-09-24	2019
2767	Unfazed Esport	2020-01-02	2020
2767	Kameto Corp	2020-03-30	2020
2767	Atletec	2020-12-18	2021
2767	BIG	2021-05-25	2021
2767	GameWard	2022-01-04	2023
2767	NORD Esports	2023-01-14	2023
2767	3BL Esports	2023-06-12	2023
2767	GamerLegion	2023-07-20	2023-11-19
2768	AeQ E-Sports	2017-02-07	2017
2768	EURONICS Gaming	2017-05-19	2023-11-19
2768	EURONICS Gaming	2017-09-26	2017
2768	ALTERNATE aTTaX	2018-01-29	2018
2768	EURONICS Gaming	2018-04-14	2018
2768	BIG	2018-05-17	2020
2768	LOUD	2020-12-17	2021
2768	LDLC OL	2021-05-26	2021
2768	Unicorns of Love	2021-11-29	2022
2768	UOL Sexy Edition	2022-05-27	2022
2768	Eintracht Frankfurt	2023-01-09	2023-11-19
2769	NRAX Esports	2018-01-27	2018
2769	Digital Paradox	2018-02-26	2023-11-19
2769	R-SIXTEAM	2018-10-28	2018
2769	Wisła Płock	2019-01-13	2019
2769	WarKidZ E-Sports	2020-02-03	2020
2769	Split Raiders	2020-06-01	2020
2769	ŠAIM SE SuppUp	2021-01-19	2021
2769	Zero Tenacity	2021-05-28	2022
2769	Vitality.Bee	2022-12-19	2023-11-19
2770	DIVIZON	2018-06-01	2019
2770	Auxesis Esports	2019-09-14	2019
2770	Black Lion	2019-09-16	2019
2770	PENTA 1860	2020-01-16	2020
2770	ahg Gentlemen's Club	2020-10-27	2020
2770	ad hoc gaming	2020-12-21	2021
2770	Flayn eSports	2021-07-03	2021
2770	Eintracht Frankfurt	2021-09-10	2022
2770	Izi Dream	2022-01-07	2022
2770	Eintracht Frankfurt	2023-01-09	2023-11-19
2771	Domino Computer	2022-01-03	2022
2771	E-nsane Gaming		2023-11-19
2771	Team Refuse	2023-01-18	2023
2771	AliorBank Team	2023-05-22	2023-11-19
2772	Heavy Botlane	2013-12-01	2014
2772	CPLAY	2014-03-24	2023-11-19
2772	GSI Gaming	2014-04-02	2014
2772	Gambit Gaming	2014-06-18	2014
2772	Ninjas in Pyjamas	2014-07-08	2023-11-19
2772	Gambit Gaming	2014-11-05	2015
2772	Team Vitality	2015-12-14	2020
2772	Karmine Corp	2021-05-29	2023-11-19
2773	AeQ E-Sports	2018-09-26	2018
2773	AeQ E-Sports	2019-01-16	2019
2773	TKA E-Sports	2019-04-14	2019
2773	BloodRain	2019-05-20	2019
2773	OP innogy	2019-06-30	2019
2773	PRIDE	2019-07-22	2019
2773	GamerLegion	2019-10-07	2019
2773	MTW Gaming	2021-01-04	2023-11-19
2773	PENTA 1860	2021-01-04	2022
2773	UOL Sexy Edition	2022-12-12	2023-11-19
2774	Team Empire	2013-12-01	2014
2774	Team Just	2014-08-28	2014
2774	Team Just	2015-01-29	2023-11-19
2774	Team Just.ICE	2017-06-19	2023-11-19
2774	Team Just	2018-01-16	2019
2774	M19	2019-02-01	2019
2774	Dragon Army	2019-06-19	2020
2774	RoX	2020-02-01	2020
2774	Gambit Esports	2020-05-18	2021
2774	Beşiktaş Esports	2021-05-19	2021
2774	Unicorns of Love	2021-11-29	2022
2774	Cyberground	2022-06-01	2022
2774	UOL Sexy Edition	2022-12-12	2023-11-19
2775	BIG	2021-12-17	2022
2775	UOL Sexy Edition	2022-12-12	2023-11-19
2776	SK Telecom T1	2018-12-28	2023-11-19
2776	RunAway	2020-04-26	2020
2776	Hanwha Life	2020-12-01	2021
2776	HLE Challengers	2021-01-09	2021
2776	KT Challengers	2022-02-13	2022
2776	UOL Sexy Edition	2022-12-12	2023-11-19
2777	HLE Academy	2020-05-27	2023-11-19
2777	Hanwha Life	2020-05-27	2021
2777	HLE Challengers	2021-01-09	2021
2777	All Knights	2022-02-16	2022
2777	Burning Core	2023-01-13	2023
2777	UOL Sexy Edition	2023-05-16	2023-11-19
2778	PCHunter	2019-10-08	2023-11-19
2778	Barrage Academy	2020-06-12	2020
2778	TT willhaben	2020-09-07	2020
2778	Goskilla	2020-11-03	2023-11-19
2778	cowana Gaming	2021-01-22	2021
2778	Mkers Academy	2021-11-02	2021
2778	E WIE EINFACH	2021-12-17	2022
2778	Schalke 04	2022-12-12	2023-11-19
2779	We Love Gaming	2017-07-06	2017
2779	KlikTech	2017-10-12	2018
2779	G2 Esports	2018-01-08	2018
2779	Dragons E.C.	2018-05-08	2018
2779	SK Gaming Prime	2019-01-08	2019
2779	SK Gaming	2019-05-22	2020
2779	SK Gaming Prime	2019-11-06	2019
2779	Fenerbahçe	2020-05-22	2020
2779	MAD Lions Madrid	2021-01-08	2021
2779	K1CK	2021-05-21	2021
2779	GamerLegion	2021-12-20	2022
2779	Schalke 04	2022-12-12	2023-11-19
2780	NYYRIKKI Academy	2019-05-04	2019
2780	NYYRIKKI	2019-08-31	2020
2780	ENCE	2020-05-28	2020
2780	MTW Gaming	2021-01-24	2021
2780	KOVA Esports	2021-05-26	2021
2780	Sector One	2022-01-13	2022
2780	Atletec	2022-05-26	2022
2780	Schalke 04	2022-12-12	2023-11-19
2781	Echo Zulu Tribe	2020-07-11	2023-11-19
2781	Glorious Gaming	2020-11-01	2020
2781	LowLandLions	2021-01-08	2021
2781	KRC Genk Esports	2021-05-25	2021
2781	Phlox Gaming	2021-11-21	2021
2781	Wizards	2022-01-06	2022
2781	SK Gaming Prime	2022-05-30	2022
2781	Schalke 04	2022-12-12	2023-11-19
2782	CPLAY	2020-09-17	2020
2782	Infernal Void	2020-12-08	2021
2782	cowana Gaming	2021-06-01	2022
2782	GamerLegion	2022-01-10	2022
2782	Schalke 04	2022-12-12	2023-11-19
2783	DP Academy	2019-05-28	2019
2783	Fenerbahçe	2019-12-10	2020
2783	Beşiktaş Esports	2020-11-28	2021
2783	Dark Passage	2022-01-10	2022
2783	İstanbul Wildcats	2022-12-18	2023-11-19
2783	Geekay Esports	2023-09-26	2023-11-19
2784	Att. to Reconnect	2017-06-09	2023-11-19
2784	KIYF eSports Club	2017-08-31	2017
2784	NeverBack Gaming		2023-11-19
2784	ÇİLEKLER	2018-01-25	2018
2784	Ninjas in Pyjamas	2018-07-03	2018
2784	Team Sølvkikkert		2023-11-19
2784	FlyQuest Academy	2018-12-06	2019
2784	FlyQuest	2019-03-24	2019
2784	Dark Passage	2020-03-11	2020
2784	Riddle Esports	2020-05-21	2020
2784	Barrage	2020-10-11	2020
2784	Fnatic Rising	2020-12-04	2021
2784	Fnatic TQ	2021-12-29	2022
2784	Team BDS Academy	2022-12-28	2023-11-19
2785	Liiv SANDBOX Academy	2019-06-27	2020
2785	LSB Challengers	2020-12-18	2021
2785	Liiv SANDBOX	2021-05-25	2022
2785	BK ROG Esports	2023-01-08	2023-11-19
2786	AF Academy		2023-11-19
2786	Spear Gaming	2021-02-14	2022
2786	Eternal Fire	2023-06-12	2023-11-19
2787	Shadow ELG	2021-07-15	2022
2787	Shadow fOu	2022-03-16	2022
2787	Shadow EK	2022-04-06	2022
2787	Shadow Academy	2022-06-15	2022
2787	Shadow IBJ	2022-07-26	2023
2787	Shadow Corp	2023-01-27	2023
2787	Eternal Fire	2023-06-12	2023-11-19
2788	Katastrofa Awionetki	2019-03-07	2019
2788	KG Scout. Grounds	2019-05-20	2020
2788	devils.one	2019-07-02	2020
2788	7more7 Pompa	2020-06-05	2020
2788	Illuminar Gaming	2020-10-14	2021
2788	PDW	2021-05-24	2021
2788	Misfits Premier	2021-12-22	2022
2788	Vitality.Bee	2022-12-19	2023-11-19
2789	Excel	2017-06-19	2017
2789	RIFT Esports	2017-11-21	2018
2789	Splyce	2018-01-08	2018
2789	KIYF eSports Club	2018-01-10	2018
2789	HWA Gaming	2018-05-25	2018
2789	Excel	2018-12-14	2019
2789	Excel UK	2018-12-14	2019
2789	Unicorns of Love	2019-05-22	2019
2789	Schalke Evolution	2019-12-06	2020
2789	Schalke 04	2020-02-13	2020
2789	GamersOrigin	2021-01-11	2021
2789	GameWard	2022-01-04	2022
2789	Vitality.Bee	2022-12-19	2023-11-19
2790	ASUS ROG ELITE	2017-01-12	2023-11-19
2790	x25 Esports	2017-05-07	2018
2790	Team oNe eSports	2018-12-20	2019
2790	ASUS ROG ELITE	2019-06-18	2019
2790	SuppUp eSports	2019-12-05	2020
2790	Z10 ESHARK	2020-12-13	2021
2790	Zero Tenacity	2021-04-20	2021
2790	UOL Sexy Edition	2022-01-12	2022
2790	Team Vitality	2022-06-06	2022
2790	Vitality.Bee	2022-12-19	2023-11-19
2791	Reason Gaming	2015-07-03	2023-11-19
2791	Katastrofa Awionetki	2017-06-02	2017
2791	Szef+6	2017-07-05	2017
2791	Gamespace eSports		2023-11-19
2791	Szef+6		2023-11-19
2791	G2 Vodafone	2018-01-10	2018
2791	Szata Maga	2018-03-30	2018
2791	Esports Perf Center	2019-01-15	2019
2791	devils.one	2019-02-19	2019
2791	Misfits Premier	2019-12-20	2021
2791	Misfits Gaming	2020-12-10	2021
2791	Team BDS Academy	2021-12-22	2022
2791	Team BDS	2022-05-31	2022
2791	Team BDS Academy	2022-12-28	2023-11-19
2791	Team BDS	2023-06-26	2023
2792	ESC Gaming		2023-11-19
2792	Iguana eSports	2016-10-03	2017
2792	ALTERNATE aTTaX	2017-01-06	2023-11-19
2792	mousesports	2018-05-30	2018
2792	BIG	2018-09-28	2019
2792	SK Gaming Prime	2019-01-08	2019
2792	SK Gaming	2019-08-01	2022
2792	SK Gaming Prime	2022-12-15	2023-11-19
2793	SPGeSports	2017-06-01	2018
2793	KIYF eSports Club	2018-01-10	2018
2793	SPGeSports	2018-04-15	2018
2793	ad hoc gaming	2018-06-01	2018
2793	Schalke Evolution	2019-01-07	2020
2793	Schalke 04	2020-02-06	2020
2793	AGO ROGUE	2021-01-07	2021
2793	UOL Sexy Edition	2021-12-16	2022
2793	SK Gaming Prime	2022-12-15	2023-11-19
2794	ALTERNATE aTTaX	2018-01-29	2018
2794	SK Gaming	2018-06-15	2019
2794	SK Gaming Prime	2019-01-22	2019
2794	piratesports	2020-01-17	2020
2794	BCN Squad	2020-06-03	2020
2794	Cream Real Betis	2020-10-09	2021
2794	BIG	2021-01-04	2022
